case_id,activity,chamber,time,resource,chunk
23G00167,esame_aula,senato,2023-09-12,,Esaminato in Aula il 12 settembre 2023 e approvato il 13 settembre 2023.
23G00167,approvazione,senato,2023-09-13,,Esaminato in Aula il 12 settembre 2023 e approvato il 13 settembre 2023.
23G00172,assegnazione,camera,2023-10-27,1 Commissione (Affari costituzionali,"Camera dei deputati (atto numero 1517): Assegnato alla 1 Commissione (Affari costituzionali, della Presidenza del Consiglio e Interni), in sede referente, il 27 ottobre 2023, con i pareri del Comitato per la Legislazione, e delle Commissioni 2 (Giustizia), 5 (Bilancio, tesoro e programmazione), 7 (Cultura, scienza e istruzione), 9 (Trasporti, poste e telecomunicazioni), 11 (Lavoro pubblico e privato), 12 (Affari sociali) e XIV (Politiche dell'Unione europea) e per le Questioni regionali."
23G00172,esame_commissione,camera,2023-10-31,1 Commissione (Affari costituzionali,"Esaminato dalla 1 Commissione (Affari costituzionali, della Presidenza del Consiglio e Interni), in sede referente, il 30 e il 31 ottobre 2023."
23G00172,esame_aula,camera,2023-10-31,,Esaminato in Aula il 31 ottobre 2023; il 6 e il 7 novembre 2023 e approvato definitivamente l'8 novembre 2023.
23G00172,assegnazione,senato,2023-09-18,Commissioni riunite 1ª (Affari costituzionali,"Assegnato alle Commissioni riunite 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione) e 2ª (Giustizia), in sede referente, il 18 settembre 2023, con i pareri del Comitato per la legislazione, e delle Commissioni 4ª (Politiche dell'Unione europea) 5ª (Programmazione economica, bilancio), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."
23G00172,esame_commissione,senato,2023-09-27,Commissioni riunite 1ª (Affari costituzionali,"Esaminato dalle Commissioni riunite 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione) e 2ª (Giustizia), in sede referente, il 27 settembre 2023; il 3, il 4, il 10, l'11, il 12, il 17, il 18, il 24, il 25 e il 26 ottobre 2023."
23G00172,esame_aula,senato,2023-10-26,,Esaminato in Aula il 26 ottobre 2023 e approvato il 27 ottobre 2027.
23G00172,approvazione,senato,2027-10-27,,Esaminato in Aula il 26 ottobre 2023 e approvato il 27 ottobre 2027.
23G00166,assegnazione,camera,2023-07-17,7 Commissione (Cultura,"Camera dei deputati (atto numero 1295): Assegnato alla 7 Commissione (Cultura, scienza e istruzione), in sede referente, il 17 luglio 2023, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e Interni), 5 (Bilancio, tesoro e programmazione) e per le Questioni regionali."
23G00166,esame_commissione,camera,2023-07-25,7 Commissione (Cultura,"Esaminato dalla 7 Commissione (Cultura, scienza e istruzione), in sede referente, il 25 luglio 2023 e il 20 settembre 2023."
23G00166,esame_aula,camera,2023-09-16,,Esaminato in Aula il 16 settembre 2023 e approvato definitivamente il 18 ottobre 2023.
23G00166,approvazione,camera,2023-10-18,,Esaminato in Aula il 16 settembre 2023 e approvato definitivamente il 18 ottobre 2023.
23G00166,assegnazione,senato,2023-03-28,7 Commissione (Cultura e patrimonio culturale,"Assegnato alla 7 Commissione (Cultura e patrimonio culturale, istruzione pubblica), in sede redigente, il 28 marzo 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa) e 5ª (Programmazione economica, bilancio)."
23G00166,esame_commissione,senato,2023-04-27,7 Commissione (Cultura e patrimonio culturale,"Esaminato dalla 7 Commissione (Cultura e patrimonio culturale, istruzione pubblica), in sede redigente, il 19 e il 27 aprile 2023; il 23, il 24, il 30 e il 31 maggio 2023."
23G00164,assegnazione,camera,2023-10-18,Commissioni riunite 8 (Ambiente,"Camera dei deputati (atto numero 1492): Assegnato alle Commissioni riunite 8 (Ambiente, territorio e lavori pubblici) e 9 (Trasporti, poste e telecomunicazioni), in sede referente, il 18 ottobre 2023, con i pareri del Comitato per la legislazione e delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 5 (Bilancio, tesoro e programmazione), 10 (Attività produttive, commercio e turismo), XIV (Politiche dell'Unione europea) e per le questioni regionali."
23G00164,esame_commissione,camera,2023-10-19,Commissioni riunite 8 (Ambiente,"Esaminato dalle Commissioni riunite 8 (Ambiente, territorio e lavori pubblici) e 9 (Trasporti, poste e telecomunicazioni), in sede referente, il 18 e il 19 ottobre 2023."
23G00164,esame_aula,camera,2023-10-23,,Esaminato in Aula il 23 ottobre 2023 e approvato definitivamente il 24 ottobre 2023.
23G00164,approvazione,camera,2023-10-24,,Esaminato in Aula il 23 ottobre 2023 e approvato definitivamente il 24 ottobre 2023.
23G00164,assegnazione,senato,2023-09-13,Commissione 8ª (Ambiente,"Assegnato alla Commissione 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 13 settembre 2023, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio) e per le questioni regionali."
23G00164,esame_commissione,senato,2023-09-19,Commissione 8ª (Ambiente,"Esaminato dalla Commissione 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 19 settembre 2023, il 10, l'11 e il 17 ottobre 2023."
23G00164,esame_aula,senato,2023-10-17,,Esaminato in Aula il 17 ottobre 2023 e approvato il 18 ottobre 2023.
23G00164,approvazione,senato,2023-10-18,,Esaminato in Aula il 17 ottobre 2023 e approvato il 18 ottobre 2023.
23G00151,assegnazione,camera,2023-03-30,3 Commissione (Affari esteri e comunitari),"Camera dei deputati (atto numero 1041): Assegnato alla 3 Commissione (Affari esteri e comunitari), in sede referente, il 30 marzo 2023, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e Interni), 2 (Giustizia), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 7 (Cultura, scienza e istruzione), 10 (Attività produttive, commercio e turismo) e XIV (Politiche dell'Unione europea)."
23G00151,esame_commissione,camera,2023-04-12,3 Commissione (Affari esteri e comunitari),"Esaminato dalla 3 Commissione (Affari esteri e comunitari), in sede referente, il 12 aprile 2023 e il 5 luglio 2023."
23G00151,esame_aula,camera,2023-09-14,,Esaminato in Aula il 5 settembre e approvato definitivamente il 14 settembre 2023.
23G00151,approvazione,camera,2023-09-14,,Esaminato in Aula il 5 settembre e approvato definitivamente il 14 settembre 2023.
23G00151,assegnazione,senato,2023-02-14,Commissioni riunite 3ª (Affari esteri e difesa) e 9ª (Industria,"Assegnato alle Commissioni riunite 3ª (Affari esteri e difesa) e 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), in sede referente, il 14 febbraio 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio) e 6ª (Finanze e tesoro)."
23G00151,esame_commissione,senato,2023-02-21,Commissioni riunite 3ª (Affari esteri e difesa) e 9ª (Industria,"Esaminato dalle Commissioni riunite 3ª (Affari esteri e difesa) e 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), in sede referente, il 21 febbraio 2023 e il 14 marzo 2023."
23G00151,esame_aula,senato,2023-03-22,,Esaminato in Aula e approvato il 22 marzo 2023.
23G00151,approvazione,senato,2023-03-22,,Esaminato in Aula e approvato il 22 marzo 2023.
23G00150,assegnazione,camera,2023-03-28,3 Commissione (Affari esteri e comunitari),"Camera dei deputati (atto numero 1040): Assegnato alla 3 Commissione (Affari esteri e comunitari), in sede referente, il 28 marzo 2023, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 2 (Giustizia), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 10 (Attività produttive, commercio e turismo) e XIV (Politiche dell'Unione europea)."
23G00150,esame_commissione,camera,2023-04-12,3 Commissione (Affari esteri e comunitari),"Esaminato dalla 3 Commissione (Affari esteri e comunitari), in sede referente, il 12 aprile 2023 e il 5 luglio 2023."
23G00150,esame_aula,camera,2023-09-05,,Esaminato in aula il 5 settembre 2023 e approvato definitivamente il 14 settembre 2023.
23G00150,approvazione,camera,2023-09-14,,Esaminato in aula il 5 settembre 2023 e approvato definitivamente il 14 settembre 2023.
23G00150,assegnazione,senato,2023-01-17,Commissione 3ª (Affari esteri e difesa),"Assegnato alla Commissione 3ª (Affari esteri e difesa), in sede referente, il 17 gennaio 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e 10ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare)."
23G00150,esame_commissione,senato,2023-01-31,Commissione 3ª (Affari esteri e difesa),"Esaminato dalla Commissione 3ª (Affari esteri e difesa), in sede referente, il 31 gennaio 2023 e il 1 marzo 2023."
23G00150,esame_aula,senato,2023-03-22,,Esaminato in aula e approvato il 22 marzo 2023.
23G00150,approvazione,senato,2023-03-22,,Esaminato in aula e approvato il 22 marzo 2023.
23G00146,assegnazione,camera,2023-02-27,2 Commissione (Giustizia),"Camera dei deputati (atto numero 911): Assegnato alla 2 Commissione (Giustizia), in sede referente, il 27 febbraio 2023, con i pareri delle Commissioni 1 (Affari Costituzionali, della Presidenza del Consiglio e interni), 5 (Bilancio, tesoro e programmazione), 9 (Trasporti, poste e telecomunicazioni) e 12 (Affari sociali)."
23G00146,esame_commissione,camera,2023-05-31,2 Commissione (Giustizia),"Esaminato dalla 2 Commissione (Giustizia), in sede referente, il 23 e il 31 maggio 2023; il 28 giugno 2023; il 12 luglio 2023."
23G00146,esame_aula,camera,2023-09-18,,Esaminato in Aula il 18 settembre 2023 e approvato definitivamente il 20 settembre 2023.
23G00146,approvazione,camera,2023-09-20,,Esaminato in Aula il 18 settembre 2023 e approvato definitivamente il 20 settembre 2023.
23G00146,assegnazione,senato,2022-12-27,2 Commissione (Giustizia),"Assegnato alla 2 Commissione (Giustizia), in sede redigente, il 27 dicembre 2022, con i pareri delle Commissioni la (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 5' (Programmazione economica, bilancio) e 8ª (Ambiente, lavori pubblici)."
23G00146,esame_commissione,senato,2023-01-31,2 Commissione (Giustizia),"Esaminato dalla 2 Commissione (Giustizia), in sede redigente, il 31 gennaio 2023; il 1°, il 14 e il 15 febbraio 2023."
23G00146,esame_aula,senato,2023-02-21,,Esaminato in Aula e approvato il 21 febbraio 2023.
23G00146,approvazione,senato,2023-02-21,,Esaminato in Aula e approvato il 21 febbraio 2023.
23G00149,assegnazione,camera,2023-08-10,Commissioni riunite 1 (Affari costituzionali,"Assegnato alle Commissioni riunite 1 (Affari costituzionali, della Presidenza del Consiglio e interni) e 2 (Giustizia), in sede referente, il 10 agosto 2023, con i pareri del Comitato per la legislazione e delle Commissioni 5 (Bilancio, tesoro e programmazione), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 11 (Lavoro pubblico e privato), 12 (Affari sociali), XIV (Politiche dell'Unione europea) e per le questioni regionali."
23G00149,esame_commissione,camera,2023-09-21,Commissioni riunite 1 (Affari costituzionali,"Esaminato dalle Commissioni riunite 1 (Affari costituzionali, della Presidenza del Consiglio e interni) e 2 (Giustizia), in sede referente, il 6, il 13, il 19, il 20, il 21 settembre 2023."
23G00149,esame_aula,camera,2023-09-27,,Esaminato in Aula il 27 settembre 2023 e approvato il 28 settembre 2023.
23G00149,approvazione,camera,2023-09-28,,Esaminato in Aula il 27 settembre 2023 e approvato il 28 settembre 2023.
23G00149,assegnazione,senato,2023-09-29,Commissioni riunite 1ª (Affari costituzionali,"Senato della Repubblica (atto numero 897): Assegnato alle Commissioni riunite 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione) e 2ª (Giustizia), in sede referente, il 29 settembre 2023, con i pareri del Comitato per la legislazione e delle Commissioni 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le questioni regionali."
23G00149,esame_commissione,senato,2023-10-04,Commissioni riunite 1ª (Affari costituzionali,"Esaminato dalle Commissioni riunite 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione) e 2ª (Giustizia), in sede referente, il 3 e il 4 ottobre 2023."
23G00149,esame_aula,senato,2023-10-04,,Esaminato in Aula e approvato definitivamente il 4 ottobre 2023.
23G00149,approvazione,senato,2023-10-04,,Esaminato in Aula e approvato definitivamente il 4 ottobre 2023.
23G00148,assegnazione,camera,2023-09-29,Commissione 5 (Bilancio,"Camera dei deputati (atto numero 1436): Assegnato alla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 29 settembre 2023, con i pareri del Comitato per la legislazione e delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 2 (Giustizia), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 13 (Agricoltura), XIV (Politiche dell'Unione europea) e per le questioni regionali."
23G00148,esame_commissione,camera,2023-09-29,Commissione 5 (Bilancio,"Esaminato dalla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 29 settembre 2023, il 2 e il 3 ottobre 2023."
23G00148,esame_aula,camera,2023-10-04,,Esaminato in aula il 3 e il 4 ottobre 2023; approvato definitivamente il 5 ottobre 2023.
23G00148,approvazione,camera,2023-10-05,,Esaminato in aula il 3 e il 4 ottobre 2023; approvato definitivamente il 5 ottobre 2023.
23G00148,assegnazione,senato,2023-09-04,Commissioni riunite 8ª (Ambiente,"Assegnato alle Commissioni riunite 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica) e 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), in sede referente, il 4 settembre 2023, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le questioni regionali."
23G00148,esame_commissione,senato,2023-09-28,Commissioni riunite 8ª (Ambiente,"Esaminato dalle Commissioni riunite 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica) e 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), in sede referente, il 5, il 12, il 19, il 20, il 27 e il 28 settembre 2023."
23G00148,esame_aula,senato,2023-09-28,,Esaminato in aula e approvato il 28 settembre 2023.
23G00148,approvazione,senato,2023-09-28,,Esaminato in aula e approvato il 28 settembre 2023.
23G00147,assegnazione,camera,2022-12-22,1 Commissione (Affari costituzionali,"Camera dei deputati (atto numero 715): Assegnato alla 1 Commissione (Affari costituzionali, Presidenza del Consiglio e Interni), in sede referente, il 22 dicembre 2022, con il parere della 7 Commissione (Cultura, scienza e istruzione)."
23G00147,esame_commissione,camera,2022-02-28,1 Commissione (Affari costituzionali,"Esaminato dalla 1 Commissione (Affari costituzionali, Presidenza del Consiglio e Interni), in sede referente, il 23 e il 28 febbraio 2022; l'8, il 15 e il 23 marzo 2023."
23G00147,esame_aula,camera,2023-04-04,,Esaminato in Aula e approvato in prima deliberazione il 4 aprile 2023.
23G00147,approvazione,camera,2023-04-04,,Esaminato in Aula e approvato in prima deliberazione il 4 aprile 2023.
23G00147,assegnazione,camera,2023-05-22,1 Commissione (Affari costituzionali,"Camera dei deputati (atto numero 715-B): Assegnato alla 1 Commissione (Affari costituzionali, Presidenza del Consiglio e Interni), in sede referente, il 22 maggio 2023."
23G00147,esame_commissione,camera,2023-07-18,1 Commissione (Affari costituzionali,"Esaminato dalla 1 Commissione (Affari costituzionali, Presidenza del Consiglio e Interni), in sede referente, il 18 luglio 2023 e il 1 agosto 2023."
23G00147,esame_aula,camera,2023-09-18,,"Esaminato in Aula il 18 settembre 2023 e approvato definitivamente, in seconda deliberazione, il 20 settembre 2023, con la maggioranza dei due terzi dei componenti."
23G00147,approvazione,camera,2023-09-20,,"Esaminato in Aula il 18 settembre 2023 e approvato definitivamente, in seconda deliberazione, il 20 settembre 2023, con la maggioranza dei due terzi dei componenti."
23G00147,assegnazione,senato,2022-11-14,1 Commissione (Affari costituzionali,"Assegnato alla 1 Commissione (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), in sede referente, il 14 novembre 2022, con i pareri delle Commissioni 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale)."
23G00147,esame_commissione,senato,2022-12-12,1 Commissione (Affari costituzionali,"Esaminato dalla 1 Commissione (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), in sede referente, il 6 e il 12 dicembre 2022."
23G00147,esame_aula,senato,2022-12-13,,Esaminato in Aula e approvato in prima deliberazione il 13 dicembre 2022.
23G00147,approvazione,senato,2022-12-13,,Esaminato in Aula e approvato in prima deliberazione il 13 dicembre 2022.
23G00147,assegnazione,senato,2023-04-18,1 Commissione (Affari costituzionali,"Senato della Repubblica (atto numero 13-B): Assegnato alla 1 Commissione (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), in sede referente, il 18 aprile 2023."
23G00147,esame_commissione,senato,2023-04-27,1 Commissione (Affari costituzionali,"Esaminato dalla 1 Commissione (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), in sede referente, il 27 aprile 2023 e il 2 maggio 2023."
23G00147,esame_aula,senato,2023-05-16,,"Esaminato in Aula il 16 maggio 2023 e approvato in seconda deliberazione, con la maggioranza dei due terzi, il 17 maggio 2023."
23G00147,approvazione,senato,2023-05-17,,"Esaminato in Aula il 16 maggio 2023 e approvato in seconda deliberazione, con la maggioranza dei due terzi, il 17 maggio 2023."
23G00140,assegnazione,camera,2023-01-12,Commissione 12 (Affari sociali),"Assegnato alla Commissione 12 (Affari sociali), in sede referente, il 12 gennaio 2023, con i pareri della Commissione 1 (Affari costituzionali, della Presidenza del Consiglio e Interni) e della Commissione 5 (Bilancio, tesoro e programmazione)."
23G00140,esame_commissione,camera,2023-02-28,Commissione 12 (Affari sociali),"Esaminato dalla Commissione 12 (Affari sociali), in sede referente, il 15, il 21 e il 28 febbraio 2023; il 27 aprile 2023 e il 18 maggio 2023."
23G00140,esame_aula,camera,2023-05-22,,Esaminato in Aula il 22 maggio 2023 e approvato il 23 maggio 2023.
23G00140,approvazione,camera,2023-05-23,,Esaminato in Aula il 22 maggio 2023 e approvato il 23 maggio 2023.
23G00140,assegnazione,senato,2023-05-31,10 Commissione (Affari sociali,"Senato della Repubblica (atto numero 727): Assegnato alla 10 Commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede redigente, il 31 maggio 2023, con i pareri della Commissione 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica amministrazione, editoria, digitalizzazione) e della Commissione 5ª (Programmazione economica, bilancio)."
23G00140,esame_commissione,senato,2023-07-26,10 Commissione (Affari sociali,"Esaminato dalla 10 Commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede redigente, l'11, il 18, il 25 e il 26 luglio 2023 e il 1 agosto 2023."
23G00140,esame_aula,senato,2023-09-13,,Esaminato in Aula e approvato definitivamente il 13 settembre 2023.
23G00140,approvazione,senato,2023-09-13,,Esaminato in Aula e approvato definitivamente il 13 settembre 2023.
23G00134,assegnazione,camera,2023-08-01,5 Commissione (Bilancio,"Camera dei deputati (atto numero 1344): Assegnato alla 5 Commissione (Bilancio, tesoro e programmazione), in sede referente, il 1 agosto 2023, con i pareri delle Commissioni 1 (Affari Costituzionali, della Presidenza del Consiglio e interni), 2 (Giustizia), 3 (Affari esteri e comunitari), 4 (Difesa), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 (Agricoltura) e XIV (Politiche dell'Unione europea)."
23G00134,esame_commissione,camera,2023-09-07,Commissione 5 (Bilancio,"Esaminato dalla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 5 e il 7 settembre 2023."
23G00134,esame_aula,camera,2023-09-13,,Esaminato in Aula l'11 settembre e approvato definitivamente il 13 settembre 2023.
23G00134,approvazione,camera,2023-09-13,,Esaminato in Aula l'11 settembre e approvato definitivamente il 13 settembre 2023.
23G00134,assegnazione,senato,2023-07-12,5 Commissione (Programmazione economica,"Assegnato alla 5 Commissione (Programmazione economica, bilancio), in sede referente, il 12 luglio 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale)."
23G00134,esame_commissione,senato,2023-07-25,5 Commissione (Programmazione economica,"Esaminato dalla 5 Commissione (Programmazione economica, bilancio), in sede referente, il 19 e il 25 luglio 2023."
23G00134,esame_aula,senato,2023-07-26,,Esaminato in Aula e approvato il 26 luglio 2023.
23G00134,approvazione,senato,2023-07-26,,Esaminato in Aula e approvato il 26 luglio 2023.
23G00133,assegnazione,camera,2023-08-01,5 Commissione (Bilancio,"Camera dei deputati (atto numero 1343): Assegnato alla 5 Commissione (Bilancio, tesoro e programmazione), in sede referente, il 1 agosto 2023, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 2 (Giustizia), 3 (Affari esteri e comunitari), 4 (Difesa), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 (Agricoltura) e XIV (Politiche dell'Unione europea)."
23G00133,esame_commissione,camera,2023-09-07,Commissione 5 (Bilancio,"Esaminato dalla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 5 e il 7 settembre 2023."
23G00133,esame_aula,camera,2023-09-13,,Esaminato in Aula l'11 settembre e approvato definitivamente il 13 settembre 2023.
23G00133,approvazione,camera,2023-09-13,,Esaminato in Aula l'11 settembre e approvato definitivamente il 13 settembre 2023.
23G00133,assegnazione,senato,2023-07-12,5 Commissione (Programmazione economica,"Assegnato alla 5 Commissione (Programmazione economica, bilancio), in sede referente, il 12 luglio 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale)."
23G00133,esame_commissione,senato,2023-07-25,5 Commissione (Programmazione economica,"Esaminato dalla 5 Commissione (Programmazione economica, bilancio), in sede referente, il 19 e il 25 luglio 2023."
23G00133,esame_aula,senato,2023-07-26,,Esaminato in Aula e approvato il 26 luglio 2023.
23G00133,approvazione,senato,2023-07-26,,Esaminato in Aula e approvato il 26 luglio 2023.
23G00139,assegnazione,camera,2023-08-04,11 commissione (Lavoro pubblico e privato),"Camera dei deputati (atto numero 1364): Assegnato alla 11 commissione (Lavoro pubblico e privato), in sede referente, il 4 agosto 2023, con i pareri del Comitato per la legislazione e delle commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 8 (Ambiente, territorio e lavori pubblici), 10 (Attività produttive, commercio e turismo), 12 (Affari sociali), 13 (Agricoltura) e XIV (Politiche dell'Unione europea)."
23G00139,esame_commissione,camera,2023-09-06,11 commissione (Lavoro pubblico e privato),"Esaminato dalla 11 commissione (Lavoro pubblico e privato), in sede referente, il 4, il 5 e il 6 settembre 2023."
23G00139,esame_aula,camera,2023-09-12,,Esaminato in aula l'11 e il 12 settembre 2023 e approvato definitivamente 13 settembre 2023.
23G00139,assegnazione,senato,2023-07-31,10 commissione permanente (Affari sociali,"Assegnato alla 10 commissione permanente (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede referente, il 31 luglio 2023, con i pareri del Comitato per la legislazione e delle commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro) e 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare)."
23G00139,esame_commissione,senato,2023-08-03,10 commissione (Affari sociali,"Esaminato dalla 10 commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede referente, il 1°, il 2 e il 3 agosto 2023."
23G00139,esame_aula,senato,2023-08-03,,Esaminato in aula e approvato il 3 agosto 2023.
23G00139,approvazione,senato,2023-08-03,,Esaminato in aula e approvato il 3 agosto 2023.
