case_id,activity,chamber,time,resource,chunk
22G00152,esame_commissione,senato,2022-09-20,Commissioni riunite 5ª (Bilancio) e 6ª (Finanze e tesoro),"Esaminato dalle Commissioni riunite 5ª (Bilancio) e 6ª (Finanze e tesoro), in sede referente, il 20 settembre 2022."
22G00152,esame_aula,senato,2022-09-20,,Esaminato in Aula e approvato definitivamente il 20 settembre 2022.
22G00152,approvazione,senato,2022-09-20,,Esaminato in Aula e approvato definitivamente il 20 settembre 2022.
22G00149,assegnazione,camera,2022-05-03,7 Commissione (Cultura,"Camera dei deputati (atto numero 3580): Assegnato alla 7 Commissione (Cultura, scienza e istruzione), in sede referente, il 3 maggio 2022, con i pareri delle Commissioni 1 (Affari Costituzionali, della Presidenza del Consiglio e Interni), 5 (Bilancio, tesoro e programmazione), 10 (Attività produttive, commercio, turismo) e per le Questioni regionali."
22G00149,esame_commissione,camera,2022-05-24,7 Commissione (Cultura,"Esaminato dalla 7 Commissione (Cultura, scienza e istruzione), in sede referente, il 24 maggio 2022; il 15 giugno 2022 e il 12 luglio 2022."
22G00149,esame_aula,camera,2022-08-09,,Esaminato in Aula e approvato definitivamente il 9 agosto 2022.
22G00149,approvazione,camera,2022-08-09,,Esaminato in Aula e approvato definitivamente il 9 agosto 2022.
22G00149,assegnazione,senato,2021-10-21,7 Commissione (Istruzione pubblica,"Assegnato alla 7 Commissione (Istruzione pubblica, beni culturali), in sede redigente, il 21 ottobre 2021, con i pareri delle commissioni 1ª (Affari costituzionali), 5ª (Bilancio), 10ª (Industria, commercio, turismo) e per le Questioni regionali."
22G00149,esame_commissione,senato,2021-11-16,7 Commissione (Istruzione pubblica,"Esaminato dalla 7 Commissione (Istruzione pubblica, beni culturali), in sede redigente, il 10 e il 16 novembre 2021; il 18 gennaio 2022; il 16 febbraio 2022; il 15 e il 29 marzo 2022; il 12 e il 20 aprile 2022."
22G00149,esame_aula,senato,2022-04-27,,Esaminato in Aula e approvato il 27 aprile 2022.
22G00149,approvazione,senato,2022-04-27,,Esaminato in Aula e approvato il 27 aprile 2022.
22G00141,esame_aula,camera,2022-08-09,,Esaminato in Aula e approvato definitivamente il 9 agosto 2022.
22G00141,approvazione,camera,2022-08-09,,Esaminato in Aula e approvato definitivamente il 9 agosto 2022.
22G00141,assegnazione,senato,2022-06-13,commissioni riunite 2ª (Giustizia) e 6ª (Finanze e tesoro),"Assegnato alle commissioni riunite 2ª (Giustizia) e 6ª (Finanze e tesoro), in sede redigente, il 13 giugno 2022, con i pareri delle commissioni 1ª (Affari costituzionali), 5ª (Bilancio) e per le Questioni regionali."
22G00141,esame_commissione,senato,2022-06-28,commissioni riunite 2ª (Giustizia) e 6ª (Finanze e tesoro),"Esaminato dalle commissioni riunite 2ª (Giustizia) e 6ª (Finanze e tesoro), in sede redigente, il 28 giugno 2022; il 5 e il 13 luglio 2022; il 3 e il 4 agosto 2022."
22G00141,esame_aula,senato,2022-08-04,,Esaminato in Aula e approvato il 4 agosto 2022.
22G00141,approvazione,senato,2022-08-04,,Esaminato in Aula e approvato il 4 agosto 2022.
22G00139,assegnazione,camera,2022-03-02,12 commissione (affari sociali),"Assegnato alla 12 commissione (affari sociali), in sede referente, il 2 marzo 2022, con i pareri delle commissioni 1 (affari costituzionali, della presidenza del consiglio e interni), 5 (bilancio, tesoro e programmazione), 7 (cultura, scienza e istruzione), 10 (attività produttive, commercio e turismo), 11 (lavoro pubblico e privato), XIV (politiche dell'Unione europea) e per le Questioni regionali."
22G00139,esame_commissione,camera,2022-03-31,12 commissione (affari sociali),"Esaminato dalla 12 commissione (affari sociali), in sede referente, l'8, il 9, il 30 e il 31 marzo 2022; il 6, il 20 e il 21 aprile 2022; il 10, l'11, il 12, il 18 e il 19 maggio 2022."
22G00139,esame_aula,camera,2022-05-23,,Esaminato in aula il 23 maggio 2022 e approvato il 25 maggio 2022.
22G00139,approvazione,camera,2022-05-25,,Esaminato in aula il 23 maggio 2022 e approvato il 25 maggio 2022.
22G00139,assegnazione,senato,2022-05-28,12 commissione (igiene e sanità),"Senato della Repubblica (atto numero 2633): Assegnato alla 12 commissione (igiene e sanità), in sede referente, il 28 maggio 2022, con i pareri delle commissioni 1ª (affari costituzionali), 5ª (bilancio), 7ª (istruzione pubblica, beni culturali), 10ª (industria, commercio e turismo), 11ª (lavoro pubblico e privato, previdenza sociale), 14ª (politiche dell'unione europea), e per le Questioni regionali."
22G00139,esame_commissione,senato,2022-06-29,12 commissione (igiene e sanità),"Esaminato dalla 12 commissione (igiene e sanità), in sede referente, il 16, il 22 e il 29 giugno 2022; il 7 luglio 2022."
22G00139,esame_aula,senato,2022-07-27,,Esaminato in aula e approvato definitivamente il 27 luglio 2022.
22G00139,approvazione,senato,2022-07-27,,Esaminato in aula e approvato definitivamente il 27 luglio 2022.
22G00136,assegnazione,camera,2021-09-06,Commissione XIV (Politiche dell'Unione europea),"Assegnato alla Commissione XIV (Politiche dell'Unione europea), in sede referente, il 6 settembre 2021, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del consiglio e interni), 2 (Giustizia); 3 (Affari esteri e comunitari), 4 (Difesa), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 (Agricoltura) e per le Questioni regionali."
22G00136,esame_commissione,camera,2021-09-14,Commissione XIV (Politiche dell'Unione europea),"Esaminato dalla Commissione XIV (Politiche dell'Unione europea), in sede referente, il 14 settembre 2021; il 20 ottobre 2021 e il 25 novembre 2021."
22G00136,esame_aula,camera,2021-11-29,,Esaminato in Aula il 29 novembre 2021 e approvato il 16 dicembre 2021.
22G00136,approvazione,camera,2021-12-16,,Esaminato in Aula il 29 novembre 2021 e approvato il 16 dicembre 2021.
22G00136,assegnazione,camera,2022-07-05,Commissione XIV (Politiche dell'Unione europea),"Camera dei deputati (atto numero 3208-B): Assegnato alla Commissione XIV (Politiche dell'Unione europea), in sede referente, il 5 luglio 2022, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del consiglio e interni), 2 (Giustizia), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 9 (Trasporti, poste e telecomunicazioni), 10 (Attività produttive, commercio e turismo), 12 (Affari sociali), 13 (Agricoltura) e per le Questioni regionali."
22G00136,esame_commissione,camera,2022-07-28,Commissione XIV (Politiche dell'Unione europea),"Esaminato dalla Commissione XIV (Politiche dell'Unione europea), in sede referente, il 13, il 27 e il 28 luglio 2022."
22G00136,esame_aula,camera,2022-08-01,,Esaminato in Aula il 1 agosto 2022 e approvato definitivamente il 2 agosto 2022.
22G00136,approvazione,camera,2022-08-02,,Esaminato in Aula il 1 agosto 2022 e approvato definitivamente il 2 agosto 2022.
22G00136,assegnazione,senato,2021-12-23,14 Commissione (Politiche dell'Unione europea),"Senato della Repubblica (atto numero 2481): Assegnato alla 14 Commissione (Politiche dell'Unione europea), in sede referente, il 23 dicembre 2021, con i pareri delle Commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 3ª (Affari esteri, emigrazione), 4ª (Difesa), 5ª (Bilancio), 6ª (Finanze), 7ª (Istruzione pubblica, beni culturali), 8ª (Lavori pubblici, comunicazione), 9ª (Agricoltura e produzione agroalimentare), 10ª (Industria, commercio, turismo), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali) e per le Questioni regionali."
22G00136,esame_commissione,senato,2022-02-22,14 Commissione (Politiche dell'Unione europea),"Esaminato dalla 14 Commissione (Politiche dell'Unione europea), in sede referente, il 10 e il 22 febbraio 2022; il 1°, l'8, il 9 e il 15 marzo 2022; il 5, il 20 e il 26 aprile 2022; il 4, il 18, il 25 e il 30 maggio 2022; il 15 giugno 2022."
22G00136,esame_aula,senato,2022-06-29,,Esaminato in Aula il 29 giugno 2022 e approvato con modificazioni il 30 giugno 2022.
22G00136,approvazione,senato,2022-06-30,,Esaminato in Aula il 29 giugno 2022 e approvato con modificazioni il 30 giugno 2022.
22G00127,assegnazione,camera,2022-06-22,Commissioni riunite 5 (Bilancio,"Assegnato alle Commissioni riunite 5 (Bilancio, tesoro e programmazione) e 6 (Finanze), in sede referente, il 22 giugno 2022, con i pareri del Comitato per la legislazione e delle Commissioni 1 (Affari costituzionali, della Presidenza del consiglio e interni), 2 (Giustizia), 3 (Affari esteri e comunitari), 4 (Difesa), 8 (Ambiente, territorio e lavori pubblici), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), XIV (Politiche dell'Unione europea) e per le Questioni regionali."
22G00127,esame_commissione,camera,2022-06-29,Commissioni riunite 5 (Bilancio,"Esaminato dalle Commissioni riunite 5 (Bilancio, tesoro e programmazione) e Tesoro e 6 (Finanze), in sede referente, il 29 giugno 2022; il 7, l'8 e il 21 luglio 2022."
22G00127,esame_aula,camera,2022-07-25,,Esaminato in Aula il 25 luglio 2022 e approvato il 27 luglio 2022.
22G00127,approvazione,camera,2022-07-27,,Esaminato in Aula il 25 luglio 2022 e approvato il 27 luglio 2022.
22G00127,assegnazione,senato,2022-07-28,6 Commissione (Finanze e tesoro),"Senato della Repubblica (atto numero 2681): Assegnato alla 6 Commissione (Finanze e tesoro), in sede referente, il 28 luglio 2022, con i pareri delle Commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 3ª (Affari esteri, emigrazione), 4ª (Difesa), 5ª (Bilancio), 7ª (Istruzione pubblica, beni culturali), 8ª (Lavori pubblici, comunicazione), 9ª (Agricoltura e produzione agroalimentare), 10ª (Industria, commercio, turismo),11ª (Lavoro pubblico e privato, previdenza sociale ), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali), 14ª (Politiche dell'Unione europea) e per le Questioni regionali."
22G00127,esame_commissione,senato,2022-08-02,6 Commissione (Finanze e tesoro),"Esaminato dalla 6 Commissione (Finanze e tesoro), in sede referente, il 2 agosto 2022."
22G00127,esame_aula,senato,2022-08-02,,Esaminato in Aula e approvato definitivamente il 2 agosto 2022.
22G00127,approvazione,senato,2022-08-02,,Esaminato in Aula e approvato definitivamente il 2 agosto 2022.
22G00131,assegnazione,camera,2021-08-21,4 Commissione (Difesa),"Assegnato alla 4 Commissione (Difesa), in sede referente, il 21 agosto 2021, con i pareri delle Commissioni 1 (Affari Costituzionali, della Presidenza del consiglio e interni), 2 (Giustizia), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 7 (Cultura, scienza e istruzione), 11 (Lavoro pubblico e privato), 12 (Affari sociali) e per le Questioni regionali."
22G00131,esame_commissione,camera,2020-01-29,4 Commissione (Difesa),"Esaminato dalla 4 Commissione (Difesa), in sede referente, il 29 gennaio 2020; il 5 e il 12 febbraio 2020; il 28 luglio 2020; il 23 settembre 2020; il 7 ottobre 2020; il 24 marzo 2021; il 30 giugno 2021; il 20 e il 27 ottobre 2021; il 25 novembre 2021; il 9, il 10 e il 28 dicembre 2021."
22G00131,esame_aula,camera,2022-01-10,,"Esaminato in Aula il 10 gennaio 2022 e approvato, in un testo unificato della Commissione, con gli atti C. 1934 (deputato Salvatore Deidda e altri), C. 2045 (deputato Giovanni Russo e altri), C. 2051 (deputato Antonio Del Monaco e altri), C. 2802 (deputato Antonio Del Monaco e altri) e C. 2993 (deputato Roberto Paolo Ferrari e altri), il 27 aprile 2022."
22G00131,approvazione,camera,2022-04-27,,"Esaminato in Aula il 10 gennaio 2022 e approvato, in un testo unificato della Commissione, con gli atti C. 1934 (deputato Salvatore Deidda e altri), C. 2045 (deputato Giovanni Russo e altri), C. 2051 (deputato Antonio Del Monaco e altri), C. 2802 (deputato Antonio Del Monaco e altri) e C. 2993 (deputato Roberto Paolo Ferrari e altri), il 27 aprile 2022."
22G00131,assegnazione,senato,2022-05-03,4 Commissione (Difesa),"Senato della Repubblica (atto numero 2597): Assegnato alla 4 Commissione (Difesa), in sede referente, il 3 maggio 2022, con i pareri delle Commissioni 1ª (Affari Costituzionali), 2ª (Giustizia), 5ª (Bilancio), 6ª (Finanze e Tesoro), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità) e per le Questioni regionali."
22G00131,esame_commissione,senato,2022-05-10,4 Commissione (Difesa),"Esaminato dalla 4 Commissione (Difesa), in sede referente, il 4 e il 10 maggio 2022; il 15, il 21 e il 29 giugno 2022; il 6 e il 12 luglio 2022; il 3 agosto 2022."
22G00131,esame_aula,senato,2022-08-03,,Esaminato in Aula e approvato definitivamente il 3 agosto 2022.
22G00131,approvazione,senato,2022-08-03,,Esaminato in Aula e approvato definitivamente il 3 agosto 2022.
22G00126,assegnazione,camera,2022-06-01,10 Commissione (Attività produttive,"Camera dei deputati (atto numero 3634): Assegnato alla 10 Commissione (Attività produttive, commercio e turismo), in sede referente, il 1 giugno 2022, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 2 (giustizia), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 (Agricoltura), XIV (Politiche dell'Unione europea) e per le questioni regionali."
22G00126,esame_commissione,camera,2022-06-29,10 Commissione (Attività produttive,"Esaminato dalla 10 Commissione (Attività produttive, commercio e turismo), in sede referente, il 14, il 15, il 21 e il 29 giugno 2022; il 5, il 6, il 7, il 12, il 13, il 14 e il 22 luglio 2022."
22G00126,esame_aula,camera,2022-07-25,,Esaminato in aula il 25 luglio 2022; approvato con modificazioni il 26 luglio 2022.
22G00126,approvazione,camera,2022-07-26,,Esaminato in aula il 25 luglio 2022; approvato con modificazioni il 26 luglio 2022.
22G00126,assegnazione,senato,2021-12-23,10 Commissione (Industria,"Assegnato alla 10 Commissione (Industria, commercio, turismo), in sede referente, il 23 dicembre 2021, con i pareri delle Commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 5ª (Bilancio), 6ª (Finanze e Tesoro), 8 Lavori pubblici, comunicazioni), 9ª (Agricoltura e produzione agroalimentare), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali), 14ª (Politiche dell'Unione europea) e per le questioni regionali."
22G00126,esame_commissione,senato,2022-01-12,10 Commissione (Industria,"Esaminato dalla 10 Commissione (Industria, commercio, turismo), in sede referente, il 12 gennaio 2022; l'8, il 16 e il 23 febbraio 2022; il 2, il 3, il 9, il 10, il 15, il 17, il 22, il 23, il 24, il 29 e il 30 marzo 2022; il 5, il 7, il 13, il 20, il 26 e il 27 aprile 2022; il 3, il 4, il 5, il 10, l'11, il 12, il 17, il 19, il 24, il 25 e il 26 maggio 2022."
22G00126,esame_aula,senato,2022-05-30,,Esaminato in aula e approvato il 30 maggio 2022.
22G00126,approvazione,senato,2022-05-30,,Esaminato in aula e approvato il 30 maggio 2022.
22G00126,assegnazione,senato,2022-07-27,10 Commissione (Industria,"Senato della Repubblica (atto n 2469-B): Assegnato alla 10 Commissione (Industria, commercio, turismo), in sede referente, il 27 luglio 2022, con i pareri delle commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 5ª (Bilancio), 6ª (Finanze e Tesoro), 8ª (Lavori pubblici, comunicazioni), 13ª (Territorio, ambiente, beni ambientali), 14ª (Politiche dell'Unione europea) e per le questioni regionali."
22G00126,esame_commissione,senato,2022-07-28,10 Commissione (Industria,"Esaminato dalla 10 Commissione (Industria, commercio, turismo), in sede referente, il 28 luglio 2022 e il 2 agosto 2022."
22G00126,esame_aula,senato,2022-08-02,,Esaminato in aula e approvato definitivamente il 2 agosto 2022.
22G00126,approvazione,senato,2022-08-02,,Esaminato in aula e approvato definitivamente il 2 agosto 2022.
22G00125,assegnazione,camera,2022-01-17,3 commissione (affari esteri e comunitari),"Assegnato alla 3 commissione (affari esteri e comunitari), in sede referente, il 17 gennaio 2022, con i pareri delle commissioni 1 (affari costituzionali, della presidenza del consiglio e interni), 5 (bilancio, tesoro e programmazione), 7 (cultura, scienza e istruzione, 11 (lavoro pubblico e privato) e XIV (politiche dell'Unione europea)."
22G00125,esame_commissione,camera,2022-03-16,3 commissione (affari esteri e comunitari),"Esaminato dalla 3 commissione (affari esteri e comunitari), in sede referente, l'8 febbraio e il 16 marzo 2022."
22G00125,esame_aula,camera,2022-05-02,,Esaminato in aula il 2 maggio 2022 e approvato il 5 maggio 2022.
22G00125,approvazione,camera,2022-05-05,,Esaminato in aula il 2 maggio 2022 e approvato il 5 maggio 2022.
22G00125,assegnazione,senato,2022-05-06,3 commissione (affari esteri,"Senato della Repubblica (atto numero 2605): Assegnato alla 3 commissione (affari esteri, emigrazione), in sede referente, il 6 maggio 2022, con i pareri delle commissioni 1ª (affari costituzionali), 5ª (bilancio), 7ª (istruzione pubblica, beni culturali), 11ª (lavoro pubblico e privato, previdenza sociale) e 14ª (politiche dell'Unione europea)."
22G00125,esame_commissione,senato,2022-07-05,3 commissione (affari esteri,"Esaminato dalla 3 commissione (affari esteri, emigrazione), in sede referente, il 14 giugno e il 5 luglio 2022."
22G00124,assegnazione,camera,2021-10-20,3 commissione (Affari esteri e comunitari),"Camera dei deputati (atto numero 3325): Assegnato alla 3 commissione (Affari esteri e comunitari), in sede referente, il 20 ottobre 2021, con i pareri delle commissioni 1 (Affari costituzionali, della Presidenza del Consiglio e interni), 2 (Giustizia), 4 (Difesa), 5 (Bilancio, tesoro e programmazione), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 10 (Industria, commercio, turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 (Agricoltura) e XIV (Politiche dell'Unione europea)."
22G00124,esame_commissione,camera,2021-11-30,3 commissione (Affari esteri e comunitari),"Esaminato dalla 3 commissione (Affari esteri e comunitari), in sede referente, il 30 novembre 2021 e il 22 marzo 2022."
22G00124,esame_aula,camera,2022-08-01,,Esaminato in aula il 1 agosto 2022 e approvato definitivamente il 2 agosto 2022.
22G00124,approvazione,camera,2022-08-02,,Esaminato in aula il 1 agosto 2022 e approvato definitivamente il 2 agosto 2022.
22G00124,assegnazione,senato,2020-09-23,3 commissione (Affari esteri,"Assegnato alla 3 commissione (Affari esteri, emigrazione), in sede referente, il 23 settembre 2020, con i pareri delle commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 4ª (Difesa), 5ª (Bilancio), 6ª (Finanze e tesoro), 7ª (Istruzione pubblica, beni culturali), 8ª (Lavori pubblici, comunicazioni), 9ª 10ª (Industria, commercio, turismo), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali) e 14ª (Politiche dell'Unione europea)."
22G00124,esame_commissione,senato,2020-10-14,3 commissione (Affari esteri,"Esaminato dalla 3 commissione (Affari esteri, emigrazione), in sede referente, il 14 ottobre 2020 e il 27 luglio 2021."
22G00124,esame_aula,senato,2021-10-13,,Esaminato in aula e approvato il 13 ottobre 2021.
22G00124,approvazione,senato,2021-10-13,,Esaminato in aula e approvato il 13 ottobre 2021.
22G00121,assegnazione,camera,2022-07-21,3 Commissione (Affari esteri e comunitari),"Assegnato alla 3 Commissione (Affari esteri e comunitari), in sede referente, il 21 luglio 2022, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del consiglio e interni, 4 (Difesa) e 5 (Bilancio, tesoro e programmazione)."
22G00121,esame_aula,camera,2022-08-01,,Esaminato in Aula il 1 agosto 2022 e approvato il 2 agosto 2022.
22G00121,approvazione,camera,2022-08-02,,Esaminato in Aula il 1 agosto 2022 e approvato il 2 agosto 2022.
22G00121,assegnazione,senato,2022-08-02,3 Commissione (Affari esteri,"Senato della Repubblica (atto numero 2684): Assegnato alla 3 Commissione (Affari esteri, emigrazione), in sede referente, il 2 agosto 2022, con i pareri delle Commissioni 1ª (Affari costituzionali), 4ª (Difesa) e 5ª (Bilancio)."
22G00121,esame_commissione,senato,2022-08-03,3 Commissione (Affari esteri,"Esaminato dalla 3 Commissione (Affari esteri, emigrazione), in sede referente, il 3 agosto 2022."
22G00121,esame_aula,senato,2022-08-03,,Esaminato in Aula e approvato definitivamente il 3 agosto 2022.
22G00121,approvazione,senato,2022-08-03,,Esaminato in Aula e approvato definitivamente il 3 agosto 2022.
22G00118,assegnazione,camera,2022-07-18,Commissione 5 (Bilancio,"Assegnato alla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 18 luglio 2022, con i pareri delle Commissioni 1 (Affari costituzionali, della Presidenza del consiglio e interni), 2 (Giustizia), 3 (Affari esteri e comunitari), 4 (Difesa), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 Agricoltura, XIV (Politiche dell'Unione europea) e per le questioni regionali."
22G00118,esame_commissione,camera,2022-07-28,Commissione 5 (Bilancio,"Esaminato dalla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 26, il 27 e il 28 luglio 2022."
22G00118,esame_aula,camera,2022-08-01,,Esaminato in Aula il 1 agosto 2022 e approvato il 2 agosto 2022.
22G00118,approvazione,camera,2022-08-02,,Esaminato in Aula il 1 agosto 2022 e approvato il 2 agosto 2022.
22G00118,assegnazione,senato,2022-08-02,5 Commissione (Bilancio),"Senato della Repubblica (atto numero 2683): Assegnato alla 5 Commissione (Bilancio), in sede referente, il 2 agosto 2022, con i pareri delle Commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 3ª (Affari esteri, emigrazione), 4ª (Difesa), 6ª (Finanze), 7ª (Istruzione pubblica, beni culturali), 8ª (Lavori pubblici, comunicazione), 9ª (Agricoltura e produzione agroalimentare), 10ª (Industria, commercio, turismo), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali), 14 Commissione (Politiche dell'Unione europea) e per le questioni regionali."
22G00119,assegnazione,camera,2022-07-18,Commissione 5 (Bilancio,"Assegnato alla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 18 luglio 2022, con i pareri delle Commissioni 1 (Affari Costituzionali, della Presidenza del consiglio e interni), 2 (Giustizia), 3 (Affari Esteri e comunitari), 4 (Difesa), 6 (Finanze), 7 (Cultura, scienza e istruzione), 8 (Ambiente, territorio e lavori pubblici), 9 (Trasporti, poste e telecomunicazioni), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 (Affari sociali), 13 Agricoltura, XIV (Politiche dell'Unione europea) e per le questioni regionali."
22G00119,esame_commissione,camera,2022-07-28,Commissione 5 (Bilancio,"Esaminato dalla Commissione 5 (Bilancio, tesoro e programmazione), in sede referente, il 26, il 27 e il 28 luglio 2022."
22G00119,esame_aula,camera,2022-08-01,,Esaminato in Aula il 1 agosto 2022 e approvato il 2 agosto 2022.
22G00119,approvazione,camera,2022-08-02,,Esaminato in Aula il 1 agosto 2022 e approvato il 2 agosto 2022.
22G00119,assegnazione,senato,2022-08-02,5 Commissione (Bilancio),"Senato della Repubblica (atto numero 2682): Assegnato alla 5 Commissione (Bilancio), in sede referente, il 2 agosto 2022, con i pareri delle Commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 3ª (Affari esteri, emigrazione), 4ª (Difesa), 6ª (Finanze), 7ª (Istruzione pubblica, beni culturali), 8ª (Lavori pubblici, comunicazione), 9ª (Agricoltura e produzione agroalimentare), 10ª (Industria, commercio, turismo), 11ª (Lavoro pubblico e privato, previdenza sociale ), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali), 14 Commissione (Politiche dell'Unione europea) e per le questioni regionali."
22G00120,assegnazione,camera,2022-07-29,Commissioni riunite 8 (Ambiente,"Camera dei deputati (atto numero 3702): Assegnato alle Commissioni riunite 8 (Ambiente, territorio e lavori pubblici) e 9 (Trasporti, poste e telecomunicazioni), in sede referente, il 29 luglio 2022, con i pareri del Comitato per la legislazione e delle Commissioni 1 (Affari Costituzionali, della Presidenza del Consiglio e Interni), 2 (Giustizia), 4 (Difesa), 5 (Bilancio, tesoro e programmazione), 6 Finanze, 7 (Cultura, scienza e istruzione), 10 (Attività produttive, commercio e turismo), 11 (Lavoro pubblico e privato), 12 Affari sociali, XIV (Politiche dell'Unione europea) e per le Questioni regionali."
22G00120,esame_commissione,camera,2022-07-29,Commissioni riunite 8 (Ambiente,"Esaminato dalle Commissioni riunite 8 (Ambiente, territorio e lavori pubblici) e 9 (Trasporti, poste e telecomunicazioni), in sede referente, il 29 luglio 2022."
22G00120,esame_aula,camera,2022-08-01,,Esaminato in Aula il 1 agosto 2022 e approvato definitivamente il 3 agosto 2022.
22G00120,approvazione,camera,2022-08-03,,Esaminato in Aula il 1 agosto 2022 e approvato definitivamente il 3 agosto 2022.
22G00120,assegnazione,senato,2022-06-17,8 Commissione (Lavori pubblici,"Assegnato alla 8 Commissione (Lavori pubblici, comunicazioni), in sede referente, il 17 giugno 2022, con i pareri delle commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 4ª (Difesa), 5ª (Bilancio), 6ª (Finanze e tesoro), 7ª (Istruzione pubblica, beni culturali), 10ª (Industria, commercio, turismo), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali), 14ª (Politiche dell'Unione europea) e per le Questioni regionali Esaminato dalla 8 Commissione (Lavori pubblici, comunicazioni), in sede referente, il 21 e il 29 giugno 2022; il 5, il 7, il 12, il 20, il 26 e il 27 luglio 2022."
22G00120,esame_commissione,senato,2022-06-29,8 Commissione (Lavori pubblici,"Assegnato alla 8 Commissione (Lavori pubblici, comunicazioni), in sede referente, il 17 giugno 2022, con i pareri delle commissioni 1ª (Affari costituzionali), 2ª (Giustizia), 4ª (Difesa), 5ª (Bilancio), 6ª (Finanze e tesoro), 7ª (Istruzione pubblica, beni culturali), 10ª (Industria, commercio, turismo), 11ª (Lavoro pubblico e privato, previdenza sociale), 12ª (Igiene e sanità), 13ª (Territorio, ambiente, beni ambientali), 14ª (Politiche dell'Unione europea) e per le Questioni regionali Esaminato dalla 8 Commissione (Lavori pubblici, comunicazioni), in sede referente, il 21 e il 29 giugno 2022; il 5, il 7, il 12, il 20, il 26 e il 27 luglio 2022."
22G00120,esame_aula,senato,2022-07-28,,Esaminato in Aula e approvato il 28 luglio 2022.
22G00120,approvazione,senato,2022-07-28,,Esaminato in Aula e approvato il 28 luglio 2022.
22G00116,assegnazione,camera,2022-05-25,Commissioni riunite 7 (Cultura,"Camera dei deputati (atto numero 3625): Assegnato alle Commissioni riunite 7 (Cultura, scienza e istruzione) e 11 (Lavoro pubblico e privato), in sede referente, il 25 maggio 2022, con i pareri delle Commissioni 1 (Affari Costituzionali, della Presidenza del Consiglio e Interni), 5 (Bilancio, tesoro e programmazione), 10 (Attività produttive, commercio e turismo), 12 (Affari sociali), XIV (Politiche dell'Unione europea) e per le questioni regionali."
22G00116,esame_commissione,camera,2022-06-21,Commissioni riunite 7 (Cultura,"Esaminato dalle Commissioni riunite 7 (Cultura, scienza e istruzione) e 11 (Lavoro pubblico e privato), in sede referente, il 15 e il 21 giugno 2022; il 5 luglio 2022."
22G00116,esame_aula,camera,2022-07-12,,Esaminato in aula il 12 luglio 2022 e approvato definitivamente il 13 luglio 2022.
22G00116,approvazione,camera,2022-07-13,,Esaminato in aula il 12 luglio 2022 e approvato definitivamente il 13 luglio 2022.
