name,detail_link,dati_anagrafici,gruppo,gruppi,legislatura
LIMONI Dino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6791,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
LO GIUDICE Barbaro,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6793,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
LOMBARDI Giovanni,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9662,,,Gruppo Democratico Cristiano : Membro dal 17 settembre 1963 al 4 giugno 1968,4
LOMBARI Pietro,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7259,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
LOPARDI Ubaldo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7204,,,Gruppo PSI-PSDI unificati : Membro dall'8 febbraio 1968 al 4 giugno 1968,4
LORENZI Angelo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6797,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
LUCCHI Orlando,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6801,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
LUSSU Emilio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7255,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 all'11 marzo 1964; Gruppo Misto : Membro dal 12 marzo 1964 al 9 aprile 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 10 aprile 1964 al 4 giugno 1968,4
MACAGGI Domenico,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9604,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MACCARRONE Antonino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7249,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MACRELLI Cino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9325,,,Gruppo Misto : Membro dal 16 maggio 1963 al 25 agosto 1963,4
MAGGIO Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9663,,,Gruppo Movimento Sociale Italiano : Membro dal 15 aprile 1964 al 4 giugno 1968,4
MAGLIANO Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9328,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MAGLIANO Terenzio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9664,,,Gruppo Partito Socialista Democratico Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MAIER Giulio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7234,,,Gruppo Partito Socialista Democratico Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MAMMUCARI Mario,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6811,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MARCHISIO Domenico,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7239,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 25 luglio 1967; Gruppo PSI-PSDI unificati : Membro dal 26 luglio 1967 al 4 giugno 1968,4
MARIOTTI Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9537,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 30 giugno 1963 Vicepresidente dal 1 luglio 1963 all'11 dicembre 1963 Presidente dal 12 dicembre 1963 al 21 luglio 1964 Membro dal 22 luglio 1964 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MARIS Gianfranco,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6821,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MARTINELLI Mario,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9665,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MARTINEZ Mario,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9666,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MARULLO DI CONDOJANNI Sergio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6826,,,Gruppo Misto : Membro dal 16 maggio 1963 al 9 aprile 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 10 aprile 1964 all'11 maggio 1964; Gruppo Misto : Membro dal 12 maggio 1964 al 4 giugno 1968,4
MASCIALE Angelo Custode,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6827,,,Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 2 dicembre 1964 al 4 giugno 1968,4
MASSOBRIO Perpetuo Bruno,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9667,,,Gruppo Partito Liberale Italiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MEDICI Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6832,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MENCARAGLIA Luciano,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6833,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MERLIN Umberto,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9348,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 22 maggio 1964,4
MERLONI Aristide,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9608,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MERZAGORA Cesare,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1573,,,Gruppo Misto : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MESSERI Girolamo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6836,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MICARA Pietro,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7293,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MILILLO Vincenzo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9351,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 all'11 marzo 1964; Gruppo Misto : Membro dal 12 marzo 1964 al 9 aprile 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 10 aprile 1964 al 14 aprile 1964 Vicepresidente dal 15 aprile 1964 al 7 novembre 1966,4
MILITERNI Giuseppe Mario,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7165,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 26 marzo 1967,4
MINELLA MOLINARI Angiola,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6838,,,Gruppo Comunista : Membro dal 16 maggio 1963 all'11 marzo 1968,4
MOLINARI Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6844,,,Gruppo Democratico Cristiano : Membro dal 17 settembre 1963 al 4 giugno 1968,4
MOLTISANTI Dionisio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9609,,,Gruppo Movimento Sociale Italiano : Membro dal 16 maggio 1963 al 30 giugno 1963 Segretario dal 1 luglio 1963 al 7 aprile 1964,4
MONALDI Vincenzo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9358,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MONETI Alfredo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6845,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MONGELLI Francesco Paolo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9668,,,Gruppo Partito Socialista Democratico Italiano : Membro dal 16 maggio 1963 al 4 marzo 1966 Segretario dal 5 marzo 1966 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 16 novembre 1966 Segretario dal 17 novembre 1966 al 4 giugno 1968,4
MONNI Antonio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9542,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 30 giugno 1963 Vicepresidente dal 1 luglio 1963 al 4 giugno 1968,4
MONTAGNANI MARELLI Piero,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7315,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MONTALE Eugenio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9670,,,Gruppo Misto : Membro dal 27 giugno 1967 al 4 giugno 1968,4
MONTINI Ludovico,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6847,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MORABITO Vincenzo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6848,,,Gruppo Partito Socialista Italiano : Membro dal 25 giugno 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MORANDI Giorgio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6849,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MORETTI Astolfo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7184,,,Gruppo Comunista : Membro dal 26 febbraio 1964 al 4 giugno 1968,4
MORINO Alessandro,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9671,,,Gruppo Partito Socialista Democratico Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
MORO Gerolamo Lino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6850,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MORVIDI Leto,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9672,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
MOTT Angelo Giacomo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9363,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 18 luglio 1963,4
MURDACA Filippo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6851,,,Gruppo Democratico Cristiano : Membro dal 23 giugno 1965 al 4 giugno 1968,4
MURGIA Amedeo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7228,,,Gruppo Democratico Cristiano : Membro dal 16 novembre 1966 al 4 giugno 1968,4
NENCIONI Gastone,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7179,,,Gruppo Movimento Sociale Italiano : Membro dal 16 maggio 1963 al 30 giugno 1963 Presidente dal 1 luglio 1963 al 4 giugno 1968,4
NENNI Giuliana,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6853,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
NICOLETTI Michelangelo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6855,,,Gruppo Partito Liberale Italiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
OLIVA Giorgio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6858,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
ORLANDI Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6859,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PACE Nicola Tommaso,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9673,,,Gruppo Movimento Sociale Italiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PAFUNDI Donato,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9674,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PAJETTA Giuliano,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9675,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PAJETTA Noe',https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7150,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 1 gennaio 1966,4
PALERMO Mario,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9374,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PALUMBO Vincenzo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9676,,,Gruppo Partito Liberale Italiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PAPALIA Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9548,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 24 novembre 1964,4
PARATORE Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9377,,,Gruppo Misto : Membro dal 16 maggio 1963 al 30 giugno 1963 Presidente dal 1 luglio 1963 al 26 febbraio 1967,4
PARRI Ferruccio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9378,,,Gruppo Misto : Membro dal 16 maggio 1963 all'8 marzo 1967 Vicepresidente dal 9 marzo 1967 al 4 giugno 1968,4
PASQUATO Michelangelo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9677,,,Gruppo Partito Liberale Italiano : Membro dal 16 maggio 1963 al 21 dicembre 1966,4
PASSONI Pier Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9678,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 all'11 marzo 1964; Gruppo Misto : Membro dal 12 marzo 1964 al 9 aprile 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 10 aprile 1964 al 4 giugno 1968,4
PECORARO Antonio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6871,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PELIZZO Guglielmo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9551,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PELLEGRINO Salvatore,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6875,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PENNACCHIO Mauro,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6878,,,Gruppo Democratico Cristiano : Membro dal 16 novembre 1966 al 4 giugno 1968,4
PENNISI DI FLORISTELLA Agostino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9382,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 19 agosto 1963,4
PERNA Edoardo Romano,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1838,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 30 giugno 1963 Vicepresidente dal 1 luglio 1963 al 4 giugno 1968,4
PERRINO Vitantonio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6882,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PERUGINI Arturo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7260,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PESENTI Antonio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7188,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PESERICO Enoch,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7270,,,Gruppo Partito Liberale Italiano : Membro dal 19 gennaio 1967 al 4 giugno 1968,4
PETRONE Ignazio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7319,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PEZZINI Cristoforo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6884,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PIASENTI Paride,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6885,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PICARDI Bonaventura,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6886,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 30 giugno 1963 Segretario dal 1 luglio 1963 al 25 febbraio 1966 Membro dal 26 febbraio 1966 al 4 giugno 1968,4
PICARDO Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6888,,,Gruppo Movimento Sociale Italiano : Membro dal 16 maggio 1963 al 21 aprile 1964 Segretario dal 22 aprile 1964 al 4 giugno 1968,4
PICCHIOTTI Giacomo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9385,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 19 luglio 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 20 luglio 1964 al 19 novembre 1966,4
PICCIONI Attilio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9614,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PIGNATELLI Gaspare,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7301,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PINNA Gavino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6890,,,Gruppo Movimento Sociale Italiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PIOVANO Giorgio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6892,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
PIRASTU Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7155,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
POLANO Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9681,,,Gruppo Comunista : Membro dal 21 ottobre 1964 al 4 giugno 1968,4
PONTE Salvatore,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9682,,,Gruppo Misto : Membro dal 16 maggio 1963 al 17 luglio 1963; Gruppo Movimento Sociale Italiano : Membro dal 18 luglio 1963 al 4 giugno 1968,4
POËT Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9680,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966,4
PREZIOSI Costantino,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7129,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 17 marzo 1964; Gruppo Misto : Membro dal 18 marzo 1964 al 9 aprile 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 10 aprile 1964 al 4 giugno 1968,4
PUGLIESE Vittorio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9683,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 13 giugno 1965,4
RENDINA Antonio Pompeo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6911,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
RESTAGNO Pier Carlo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9404,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 all'11 novembre 1966,4
ROASIO Antonio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6918,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
RODA Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6922,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 all'11 marzo 1964; Gruppo Misto : Membro dal 12 marzo 1964 al 9 aprile 1964; Gruppo Partito Socialista Italiano di Unita' Proletaria : Membro dal 10 aprile 1964 al 4 giugno 1968,4
ROFFI Mario,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6923,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
ROMAGNOLI CARETTONI Tullia,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6924,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 7 novembre 1966; Gruppo Misto : Membro dall'8 novembre 1966 all'8 gennaio 1968 Segretario dal 9 gennaio 1968 al 4 giugno 1968,4
ROMANO Riccardo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9684,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
ROSATI Luigi Candido,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6930,,,Gruppo Democratico Cristiano : Membro dal 17 settembre 1963 al 4 giugno 1968,4
ROSELLI Enrico,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=7262,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 14 dicembre 1964,4
ROTTA Cesare,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9685,,,Gruppo Partito Liberale Italiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
ROVELLA Giacinto,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9686,,,Gruppo Partito Socialista Democratico Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 23 maggio 1967,4
ROVERE Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6935,,,Gruppo Partito Liberale Italiano : Membro dal 26 febbraio 1964 al 4 giugno 1968,4
RUBINACCI Leopoldo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9419,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
RUINI Meuccio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9616,,,Gruppo Misto : Membro dal 16 maggio 1963 al 4 giugno 1968,4
RUSSO Luigi,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6937,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
SAILIS Enrico,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9687,,,Gruppo Democratico Cristiano : Membro dal 23 febbraio 1967 al 16 dicembre 1967,4
SALARI Giuseppe,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6940,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
SALATI Remo,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6941,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 24 maggio 1964 Segretario dal 25 maggio 1964 al 4 giugno 1968,4
SALERNI Achille,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6942,,,Gruppo Partito Socialista Italiano : Membro dal 16 maggio 1963 al 10 novembre 1966; Gruppo PSI-PSDI unificati : Membro dall'11 novembre 1966 al 4 giugno 1968,4
SAMARITANI Agide,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9688,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 30 giugno 1963 Segretario dal 1 luglio 1963 al 31 luglio 1964 Membro dal 1 agosto 1964 al 4 giugno 1968,4
SAMEK LODOVICI Emanuele,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6946,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
SAND Luis,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9617,,,Gruppo Misto : Membro dal 16 maggio 1963 al 4 giugno 1968,4
SANTARELLI Ezio,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6948,,,Gruppo Comunista : Membro dal 16 maggio 1963 al 4 giugno 1968,4
SANTERO Natale,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=9427,,,Gruppo Democratico Cristiano : Membro dal 16 maggio 1963 al 4 giugno 1968,4
SAXL Johann Paul,https://www.senato.it/legislature/4/composizione/senatori/elenco-alfabetico/scheda-attivita?did=6951,,,Gruppo Misto : Membro dal 16 maggio 1963 al 4 giugno 1968,4
