name,detail_link,dati_anagrafici,gruppo,gruppi,legislatura
GANGI Giorgio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1089,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GAROFALO Carmine,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1098,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GARRAFFA Vincenzo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1100,,,Gruppo Repubblicano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GAVA Antonio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1106,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 all'8 luglio 1992 Presidente dall'8 luglio 1992 al 31 marzo 1993 Membro dal 31 marzo 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GENOVESE Luigi,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1111,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GIACOVAZZO Giuseppe,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1127,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 17 giugno 1992 Componente del Comitato Direttivo dal 17 giugno 1992 al 26 novembre 1992 Membro dal 26 novembre 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GIAGU DEMARTINI Antonio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1129,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GIANOTTI Lorenzo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1133,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GIBERTONI Paolo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1137,,,Gruppo Lega Nord : Membro dal 5 agosto 1992 al 14 aprile 1994,11
GIOLLO Roberto,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1145,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GIORGI Luciano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1146,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GIOVANELLI Fausto,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1149,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GIOVANNIELLO Giuseppe,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1150,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GIOVANOLLA Pierangelo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1152,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GIUGNI Gino,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1157,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GIUNTA Roberto,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1160,,,Gruppo Repubblicano : Membro dal 27 aprile 1992 al 15 ottobre 1992 Segretario dal 15 ottobre 1992 al 14 aprile 1994,11
GOLFARI Cesare,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1168,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GRANELLI Luigi,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1183,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GRASSANI Luigi,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1184,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GRASSI BERTAZZI Niccolo',https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1188,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GRAZIANI Antonio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1192,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 23 aprile 1993 Vicepresidente dal 23 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GRAZIANI Augusto Guido,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1193,,,Gruppo Partito Democratico della Sinistra : Membro dal 20 aprile 1993 al 14 aprile 1994,11
GRECO Francesco,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1195,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 19 gennaio 1994; Gruppo Misto : Membro dal 19 gennaio 1994 al 14 aprile 1994,11
GUALTIERI Libero,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1213,,,Gruppo Repubblicano : Membro dal 27 aprile 1992 al 30 aprile 1992 Presidente dal 30 aprile 1992 al 14 aprile 1994,11
GUERRITORE Antonio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1222,,,Gruppo Democratico Cristiano : Membro dal 7 agosto 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
GUERZONI Luciano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1223,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GUGLIERI Andrea,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1225,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
GUZZETTI Giuseppe,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1235,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
IANNI Manlio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1238,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
ICARDI Adriano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1242,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
INNAMORATO Antonio Mario,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1250,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 29 luglio 1992 Componente del Comitato Direttivo dal 29 luglio 1992 al 14 aprile 1994,11
INNOCENTI Tullio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1252,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
INZERILLO Vincenzo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1255,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
JERVOLINO RUSSO Rosa,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1263,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 9 luglio 1992,11
LADU Salvatore,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1281,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 6 aprile 1993 Componente del Comitato Direttivo dal 6 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LAMA Luciano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1286,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
LAURIA Michele,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1300,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 17 giugno 1992 Componente del Comitato Direttivo dal 17 giugno 1992 al 23 aprile 1993 Segretario dal 23 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LAZZARO Bruno,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1308,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 6 aprile 1993 Componente del Comitato Direttivo dal 6 aprile 1993 al 23 aprile 1993 Segretario dal 23 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LEONARDI Ezio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1318,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LEONE Giovanni,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1319,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LEONI Giuseppe,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1321,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
LIBERATORI Vittorio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1329,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
LIBERTINI Lucio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1330,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 30 aprile 1992 Presidente dal 30 aprile 1992 al 7 agosto 1993,11
LOBIANCO Arcangelo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1342,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LOMBARDI Enzo Mario Nino,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1350,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
LONDEI Giorgio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1355,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
LOPEZ Gennaro,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1359,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 12 maggio 1992 Vicepresidente dal 12 maggio 1992 al 14 aprile 1994,11
LORENZI Luciano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1363,,,Gruppo Lega Nord : Membro dal 10 novembre 1992 al 14 aprile 1994,11
LORETO Rocco Vito,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1364,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
LUONGO Giuseppe,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1377,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MACCANICO Antonio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1382,,,Gruppo Repubblicano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MAGLIOCCHETTI Bruno,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1392,,,Gruppo Movimento Sociale Italiano - Destra Nazionale : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MAISANO GRASSI Giuseppina,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1405,,,"Gruppo Misto : Membro dal 27 aprile 1992 al 1 novembre 1992 (Verdi, dal 23 aprile 1992 al 14 aprile 1994); Gruppo Verdi - La Rete : Membro dal 1 novembre 1992 al 14 aprile 1994",11
MANARA Elia,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1415,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MANCINO Nicola,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1425,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 30 aprile 1992 Presidente dal 30 aprile 1992 al 28 giugno 1992 Membro dal 28 giugno 1992 al 9 luglio 1992,11
MANCUSO Carmine,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1428,,,"Gruppo Misto : Membro dal 27 aprile 1992 al 1 novembre 1992 (La Rete, dal 23 aprile 1992 al 14 aprile 1994); Gruppo Verdi - La Rete : Vicepresidente dal 1 novembre 1992 al 14 aprile 1994",11
MANFROI Donato,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1432,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MANIERI Maria Rosaria,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1435,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MANNA Luigi,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1440,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MANZI Luciano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1448,,,Gruppo Rifondazione Comunista : Membro dal 22 settembre 1993 al 14 aprile 1994,11
MANZINI Giovanni,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1449,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 17 giugno 1992 Segretario dal 17 giugno 1992 al 6 aprile 1993 Componente del Comitato Direttivo dal 6 aprile 1993 al 23 aprile 1993 Segretario dal 23 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MARCHETTI Fausto,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1455,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MARINUCCI Elena,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1475,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MARNIGA Vittorio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1477,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MARTELLI Valentino,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1484,,,"Gruppo Misto : Membro dal 27 aprile 1992 al 1 novembre 1992 (Liberale, dal 23 aprile 1992 al 14 aprile 1994); Gruppo Liberale : Membro dal 1 novembre 1992 al 14 aprile 1994",11
MARTINAZZOLI Mino,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1487,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MASIELLO Cosimo Ennio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1504,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MAZZOLA Francesco,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1534,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 17 giugno 1992 Vicepresidente dal 17 giugno 1992 al 6 aprile 1993 Vicepresidente Vicario dal 6 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MEDURI Renato,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1541,,,Gruppo Movimento Sociale Italiano - Destra Nazionale : Membro dal 27 aprile 1992 al 30 aprile 1992 Revisore dei conti dal 30 aprile 1992 al 14 aprile 1994,11
MEO Vincenzo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1563,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MERIGGI Luigi,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1568,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MERLONI Francesco,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1570,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 29 luglio 1992,11
MEROLLI Carlo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1572,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MESORACA Maurizio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1574,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MICOLINI Paolo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1586,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MIGLIO Gianfranco,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1588,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MIGONE Gian Giacomo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1590,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 all'11 maggio 1992 Componente del Comitato Direttivo dall'11 maggio 1992 al 14 aprile 1994,11
MININNI-JANNUZZI Giuseppe,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1596,,,Gruppo Movimento Sociale Italiano - Destra Nazionale : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MINUCCI Adalberto,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1598,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 all'11 maggio 1992 Componente del Comitato Direttivo dall'11 maggio 1992 al 14 aprile 1994,11
MINUCCI Daria,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1599,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 17 giugno 1992 Componente del Comitato Direttivo dal 17 giugno 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MISSERVILLE Romano,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1604,,,Gruppo Movimento Sociale Italiano - Destra Nazionale : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MOLINARI Emilio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1615,,,"Gruppo Misto : Membro dal 27 aprile 1992 al 1 novembre 1992 (Verdi, dal 23 aprile 1992 al 14 aprile 1994); Gruppo Verdi - La Rete : Segretario dal 1 novembre 1992 al 14 aprile 1994",11
MOLTISANTI Marisa,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1618,,,Gruppo Movimento Sociale Italiano - Destra Nazionale : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MONTINI Walter,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1637,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 6 aprile 1993 Componente del Comitato Direttivo dal 6 aprile 1993 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MONTRESORI Pietro,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1638,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MORA Giampaolo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1639,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MORETTI Luigi,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1642,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 29 luglio 1992,11
MOSCHETTI Giorgio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1651,,,Gruppo Democratico Cristiano : Membro dal 7 agosto 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
MURATORE Antonio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1657,,,Gruppo Partito Socialista Italiano : Membro dal 27 aprile 1992 al 14 aprile 1994,11
MURMURA Antonino,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1659,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
NAPOLI Bruno,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1669,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
NERLI Francesco,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1691,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
NOCCHI Venanzio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1702,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
ORSINI Bruno,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1734,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
OTTAVIANI Achille,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1738,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
PAGANO Maria Grazia,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1752,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
PAGLIARINI Giancarlo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1755,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
PAINI Gianpaolo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1756,,,Gruppo Lega Nord : Membro dal 27 aprile 1992 al 14 aprile 1994,11
PAIRE Giacomo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1757,,,"Gruppo Misto : Membro dal 27 aprile 1992 al 1 novembre 1992 (Liberale, dal 23 aprile 1992 al 14 aprile 1994); Gruppo Liberale : Vicepresidente dal 1 novembre 1992 al 14 aprile 1994",11
PARISI Francesco,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1787,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
PARISI Vittorio,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1788,,,Gruppo Rifondazione Comunista : Membro dal 27 aprile 1992 al 14 aprile 1994,11
PAVAN Angelo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1805,,,Gruppo Democratico Cristiano : Membro dal 27 aprile 1992 al 14 aprile 1994 (dal 26 gennaio 1994 il Gruppo assume la denominazione Partito Popolare Italiano - Democrazia Cristiana),11
PECCHIOLI Ugo,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1809,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 al 14 aprile 1994,11
PEDRAZZI Anna Maria,https://www.senato.it/legislature/11/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1811,,,Gruppo Partito Democratico della Sinistra : Membro dal 27 aprile 1992 all'11 maggio 1992 Segretario dall'11 maggio 1992 al 14 aprile 1994,11
